model_key,model,accuracy,macro_f1,macro_auc,normal_auc,benign_auc,malignant_auc
unet_scratch,U-Net MT Scratch,0.8547008547008547,0.8424606151537883,0.9478608659123391,0.9804123711340206,0.9361259655377303,0.9270442610652664
attunet_scratch,Attention U-Net MT Scratch,0.7777777777777778,0.7584204413472707,0.9451236986893413,0.9628865979381442,0.9349376114081996,0.9375468867216804
unet_pretrained,U-Net MT Pretrained,0.8547008547008547,0.8519608125907339,0.9458161478060556,0.9912371134020619,0.9328579916815211,0.9133533383345837
attunet_pretrained,Attention U-Net MT Pretrained,0.7435897435897436,0.6872215260373156,0.9028355376909843,0.9159793814432989,0.9187462863933452,0.8737809452363091
